"fp_nonacademic","fp_academic","np_nonacademic","np_academic","business_model","is_academic","n_journals"
0.387685309055857,0.19177709281134,0.0181965240126137,0.402341074120189,"NP",TRUE,70
0.3817020393609,0.239904615695115,0.146676087241044,0.231717257702941,"NP",FALSE,12
0.376249219219532,0.384309599261399,0.0154545100655265,0.223986671453543,"FP",TRUE,82
0.504789153786693,0.210189048345774,0.0209172803778389,0.264104517489695,"FP",FALSE,106
