"oa_source_id","prop_np_mean","prop_np_sd","prop_fp_mean","prop_fp_sd","prop_np_found_mean","prop_np_found_sd","prop_fp_found_mean","prop_fp_found_sd","prop_nadafnee_mean","prop_nadafnee_sd","oa_source_name","journal","publisher_type","business_model","institution_type"
"https://openalex.org/S2491293328",0.1709,0.1077,0.0645,0.0571,0.7631,0.1805,0.2369,0.1805,0.7646,0.1512,"Annual Review of Animal Biosciences","Annual Review of Animal Biosciences","np","subscription","Non-profit"
"https://openalex.org/S2505486193",0.0976,0.0551,0.234,0.111,0.2901,0.137,0.7099,0.137,0.6685,0.134,"Alpine Botany","Alpine Botany","fp","hybrid","Society"
"https://openalex.org/S25093289",0.1684,0.0857,0.2874,0.1147,0.3813,0.1863,0.6187,0.1863,0.5442,0.1289,"Ecography","Ecography","fp","OA","Society"
"https://openalex.org/S25612858",0.0298,0.0354,0.0907,0.086,0.2286,0.2208,0.7329,0.2614,0.8794,0.0976,"European Journal of Soil Science","European Journal of Soil Science","fp","hybrid","Society"
"https://openalex.org/S25861425",0.14,0.0425,0.1845,0.1073,0.4633,0.1631,0.5367,0.1631,0.6754,0.1208,"Belgian journal of zoology","Belgian Journal of Zoology","np","diamond_OA","Society"
"https://openalex.org/S26519103",0.0774,0.0524,0.1984,0.1099,0.3136,0.2189,0.6864,0.2189,0.7242,0.1324,"Mycological Progress","Mycological Progress","fp","hybrid","Society"
"https://openalex.org/S26596028",0.1955,0.0832,0.1486,0.107,0.5969,0.1916,0.4031,0.1916,0.6559,0.1266,"Entomologia Experimentalis et Applicata","Entomologia Experimentalis et Applicata","fp","hybrid","Society"
"https://openalex.org/S2734413303",0.1474,0.1718,0.0161,0.0627,0.8548,0.3136,0.0472,0.1377,0.8366,0.1879,"National Science Review","National Science Review","np","OA","Uni/Gov"
"https://openalex.org/S2734435911",0.1968,0.0919,0.1585,0.0878,0.5684,0.1772,0.4316,0.1772,0.6447,0.1363,"Conservation Physiology","Conservation Physiology","np","OA","Society"
"https://openalex.org/S2735356129",0.2216,0.0713,0.1141,0.0717,0.6774,0.1677,0.3226,0.1677,0.6644,0.0908,"Insect Systematics and Diversity","Insect Systematics and Diversity","np","hybrid","Society"
"https://openalex.org/S2735987199",0.1122,0.0724,0.2976,0.1238,0.2837,0.1897,0.7163,0.1897,0.5902,0.1482,"Journal of Plant Ecology","Journal of Plant Ecology","fp","OA","Society"
"https://openalex.org/S2736862409",0.1122,0.0631,0.2319,0.159,0.3645,0.1809,0.6355,0.1809,0.6559,0.1633,"Applications in Plant Sciences","Applications in Plant Sciences","fp","OA","Society"
"https://openalex.org/S2737072921",0.2009,0.0897,0.1131,0.081,0.6652,0.1834,0.3348,0.1834,0.6859,0.1382,"Revue de primatologie","Revue de Primatologie","np","diamond_OA","Society"
"https://openalex.org/S2737234030",0.101,0.0761,0.2266,0.1159,0.3011,0.1632,0.6989,0.1632,0.6723,0.148,"Remote Sensing in Ecology and Conservation","Remote Sensing in Ecology and Conservation","fp","OA","Society"
"https://openalex.org/S2737427234",0.1053,0.0754,0.0131,0.0438,0.9053,0.2345,0.0534,0.1409,0.8816,0.0984,"Science Advances","Science Advances","np","OA","Society"
"https://openalex.org/S2737558550",0.1522,0.1148,0.0675,0.1007,0.7745,0.2689,0.188,0.2241,0.7803,0.1847,"Royal Society Open Science","Royal Society Open Science","np","OA","Society"
"https://openalex.org/S2738063279",0.1406,0.13,0.0302,0.0713,0.8323,0.2956,0.1005,0.1943,0.8291,0.1666,"Biology Open","Biology Open","np","OA","Non-profit"
"https://openalex.org/S2739093061",0.0929,0.0422,0.2307,0.1021,0.3011,0.1383,0.6989,0.1383,0.6764,0.1212,"Mycosphere","Mycosphere","np","diamond_OA","Uni/Gov"
"https://openalex.org/S2764351231",0.1571,0.1049,0.0771,0.0718,0.6551,0.305,0.3116,0.2854,0.7659,0.1266,"European Journal of Taxonomy","European Journal of Taxonomy","np","diamond_OA","Museum"
"https://openalex.org/S2764388058",0.155,0.0718,0.2525,0.1453,0.4212,0.2334,0.5788,0.2334,0.5925,0.1262,"Web Ecology","Web Ecology","np","diamond_OA","Society"
"https://openalex.org/S2764395723",0.2071,0.1214,0.4133,0.1084,0.3161,0.202,0.6839,0.202,0.3796,0.1356,"Ringing & Migration","Ringing and Migration","fp","subscription","Society"
"https://openalex.org/S2764419951",0.1797,0.13,0.1493,0.126,0.5499,0.3223,0.423,0.3168,0.671,0.1663,"Journal of Threatened Taxa","Journal of Threatened Taxa","np","OA","Society"
"https://openalex.org/S2764429979",0.1652,0.1012,0.0785,0.0781,0.6771,0.2547,0.2991,0.236,0.7563,0.1247,"Zoosystematics and Evolution","Zoosystematics and Evolution","fp","OA","Museum"
"https://openalex.org/S2764437286",0.2222,0.1571,0.0556,0.0786,0.75,0.3536,0.25,0.3536,0.7223,0.0786,"The Bulletin of zoological nomenclature","Bulletin of Zoological Nomenclature","np","diamond_OA","Uni/Gov"
"https://openalex.org/S2764453701",0.0956,0.0774,0.1675,0.1445,0.3514,0.22,0.6223,0.236,0.7369,0.1704,"Management of Biological Invasions","Management of Biological Invasions","fp","OA","Non-profit"
"https://openalex.org/S2764636758",0.1614,0.1081,0.2674,0.1403,0.4207,0.2911,0.5793,0.2911,0.5712,0.1456,"African Journal of Wildlife Research","African Journal of Wildlife Research","np","subscription","Society"
"https://openalex.org/S2764756136",0.2845,0.1648,0.0637,0.0962,0.7983,0.2616,0.1582,0.1983,0.6518,0.1835,"Arachnology","Arachnology","np","subscription","Society"
"https://openalex.org/S2764756569",0.2226,0.0992,0.1532,0.1035,0.6153,0.2053,0.3847,0.2053,0.6243,0.1407,"Journal of Caribbean Ornithology","Journal of Caribbean Ornithology","np","OA","Society"
"https://openalex.org/S2764766708",0.0962,0.0653,0.0249,0.0473,0.786,0.3021,0.1498,0.2245,0.8789,0.0846,"Microbiology Spectrum","Microbiology Spectrum","np","OA","Society"
"https://openalex.org/S2764844841",0.2129,0.0712,0.2957,0.1053,0.4257,0.1375,0.5743,0.1375,0.4914,0.109,"Journal of Pollination Ecology","Journal of Pollination Ecology","np","diamond_OA","Society"
"https://openalex.org/S2764848816",0.0875,0.0865,0.0794,0.1184,0.5086,0.398,0.3485,0.3666,0.8331,0.1539,"Bangladesh Journal of Zoology","Bangladesh Journal of Zoology","np","diamond_OA","Society"
"https://openalex.org/S2764961542",0.2003,0.1535,0.0783,0.0701,0.5983,0.3645,0.3429,0.3419,0.7215,0.1548,"Lankesteriana","Lankesteriana","np","subscription","other"
"https://openalex.org/S2765035552",0.0457,0.0575,0.0515,0.081,0.3824,0.4517,0.3235,0.4309,0.9028,0.0985,"Neotropical Helminthology","Neotropical Helminthology","np","diamond_OA","Society"
"https://openalex.org/S2765041714",0.1964,0.1109,0.1807,0.0702,0.5013,0.1793,0.4987,0.1793,0.6229,0.135,"Frontiers of Biogeography","Frontiers of Biogeography","np","OA","Society"
"https://openalex.org/S285199",0.168,0.0684,0.2202,0.095,0.4275,0.1927,0.5725,0.1927,0.6118,0.124,"The Botanical Review","Botanical Review","fp","hybrid","Museum"
"https://openalex.org/S28739527",0.1696,0.0811,0.2344,0.1273,0.4425,0.1667,0.5575,0.1667,0.5961,0.1544,"Mammalian Biology","Mammalian Biology","fp","hybrid","Society"
"https://openalex.org/S28964699",0.0219,0.033,0.1077,0.1196,0.2129,0.2911,0.7275,0.3399,0.8704,0.1246,"Archives of Sexual Behavior","Archives of Sexual Behavior","fp","hybrid","Society"
"https://openalex.org/S2898175082",0.1731,0.0898,0.2182,0.1235,0.4531,0.2024,0.5469,0.2024,0.6088,0.1601,"Perspectives in Ecology and Conservation","Perspectives in Ecology and Conservation","fp","diamond_OA","Non-profit"
"https://openalex.org/S3006207977",0.2446,0.1051,0.1541,0.1242,0.661,0.2157,0.339,0.2157,0.6013,0.1649,"Proceedings of the Royal Society B Biological Sciences","Proceedings of the Royal Society B - Biological Sciences","np","hybrid","Society"
"https://openalex.org/S30982003",0.2004,0.085,0.2629,0.0997,0.4326,0.1612,0.5674,0.1612,0.5368,0.118,"Ecological Entomology","Ecological Entomology","fp","hybrid","Society"
"https://openalex.org/S31465112",0.0904,0.0884,0.0853,0.0653,0.4495,0.3112,0.518,0.3148,0.8243,0.1217,"Journal of Anatomy","Journal of Anatomy","fp","hybrid","Society"
"https://openalex.org/S31493525",0.0365,0.0473,0.0552,0.0784,0.3716,0.3476,0.5071,0.3705,0.9083,0.1052,"South African Journal of Botany","South African Journal of Botany","fp","hybrid","Society"
"https://openalex.org/S32610980",0.1502,0.1141,0.094,0.0603,0.6034,0.1908,0.3946,0.1897,0.7558,0.122,"Journal of Experimental Botany","Journal of Experimental Botany","np","hybrid","Society"
"https://openalex.org/S33382538",0.1292,0.0794,0.2848,0.09,0.2968,0.1328,0.7032,0.1328,0.586,0.1307,"Plant Ecology & Diversity","Plant Ecology and Diversity","fp","hybrid","Society"
"https://openalex.org/S33456383",0.2179,0.0965,0.3148,0.1135,0.412,0.1549,0.588,0.1549,0.4672,0.1192,"Journal of Animal Ecology","Journal of Animal Ecology","fp","hybrid","Society"
"https://openalex.org/S33674063",0.1049,0.1179,0.0303,0.0353,0.7059,0.4779,0.2941,0.4779,0.8648,0.1262,"Systematic and Applied Acarology","Systematic and Applied Acarology","np","hybrid","Society"
"https://openalex.org/S34358731",0.1848,0.166,0.0774,0.0903,0.7399,0.2475,0.2601,0.2475,0.7379,0.1981,"ZOOLOGICAL SCIENCE","Zoological Science","np","hybrid","Society"
"https://openalex.org/S35917800",0.1792,0.0967,0.3496,0.128,0.3438,0.1696,0.6562,0.1696,0.4712,0.1353,"Ecology","Ecology","fp","hybrid","Society"
"https://openalex.org/S36438966",0.1507,0.1137,0.1281,0.1023,0.5915,0.2471,0.4085,0.2471,0.7212,0.1506,"European Journal of Entomology","European Journal of Entomology","np","OA","Uni/Gov"
"https://openalex.org/S37847780",0.1384,0.0921,0.059,0.0799,0.6848,0.2998,0.3152,0.2998,0.8025,0.104,"Records of the Australian Museum","Records of the Australian Museum","np","diamond_OA","Museum"
"https://openalex.org/S38301578",0.1159,0.0889,0.2373,0.1167,0.303,0.2229,0.697,0.2229,0.6467,0.1599,"Polish Journal of Ecology","Polish Journal of Ecology","np","subscription","Society"
"https://openalex.org/S3880285",0.1712,0.1246,0.0278,0.0703,0.8797,0.2481,0.0798,0.1707,0.801,0.1577,"Science","Science","np","subscription","Society"
"https://openalex.org/S38880878",0.1517,0.0841,0.2409,0.1284,0.4027,0.1981,0.5973,0.1981,0.6074,0.133,"Austral Ecology","Austral Ecology","fp","hybrid","Society"
"https://openalex.org/S39794811",0.0538,0.0425,0.0458,0.0483,0.5492,0.3426,0.4078,0.3336,0.9005,0.0658,"Journal of Applied Microbiology","Journal of Applied Microbiology","fp","hybrid","Society"
"https://openalex.org/S40395498",0.1556,NA,0.2,NA,0.4375,NA,0.5625,NA,0.6444,NA,"Ideas in Ecology and Evolution","Ideas in Ecology and Evolution","np","OA","Uni/Gov"
"https://openalex.org/S40752542",0.2268,0.0681,0.1279,0.0607,0.6379,0.1632,0.3621,0.1632,0.6453,0.0727,"Systematic Entomology","Systematic Entomology","fp","hybrid","Society"
"https://openalex.org/S4078192",0.2102,0.1035,0.0877,0.0558,0.695,0.1619,0.305,0.1619,0.7021,0.1209,"Zoologica Scripta","Zoologica Scripta","fp","hybrid","Uni/Gov"
"https://openalex.org/S4147745",0.2046,0.0813,0.2783,0.111,0.4319,0.1548,0.5681,0.1548,0.5171,0.1197,"Ibis","Ibis","fp","hybrid","Society"
"https://openalex.org/S42032724",0.2492,0.0941,0.1821,0.0849,0.5828,0.181,0.4172,0.181,0.5688,0.111,"Insectes Sociaux","Insectes Sociaux","fp","hybrid","Society"
"https://openalex.org/S4210167524",0.1346,0.1101,0.0476,0.0803,0.6858,0.4252,0.3142,0.4252,0.8178,0.0921,"Nota Lepidopterologica","Nota Lepidopterologica","fp","OA","Society"
"https://openalex.org/S4210167999",0.0462,0.069,0.0427,0.0767,0.4006,0.4833,0.3053,0.4515,0.9112,0.095,"Silva Balcanica","Silva Balcanica","np","diamond_OA","Uni/Gov"
"https://openalex.org/S4210169531",0.055,0.0941,0.0736,0.0851,0.2168,0.2961,0.4832,0.4201,0.8714,0.143,"Journal of Ecohydraulics","Journal of Ecohydraulics","fp","hybrid","Society"
"https://openalex.org/S4210170475",0.0924,0.0517,0.1608,0.1269,0.4357,0.227,0.5643,0.227,0.7469,0.1351,"IMA Fungus","IMA Fungus","fp","OA","Society"
"https://openalex.org/S4210176965",0.1204,0.0598,0.142,0.0911,0.4788,0.1823,0.5212,0.1823,0.7376,0.1095,"Phytobiomes Journal","Phytobiomes Journal","np","hybrid","Society"
"https://openalex.org/S4210178044",0.114,0.0773,0.2151,0.139,0.4087,0.265,0.5913,0.265,0.6709,0.1738,"Bulletin of the Ecological Society of America","Bulletin of the Ecological Society of America","fp","hybrid","Society"
"https://openalex.org/S4210181637",0.0814,0.0602,0.1272,0.0916,0.4107,0.2435,0.5893,0.2435,0.7915,0.129,"Journal of Sustainable Agriculture and Environment","Journal of Sustainable Agriculture and Environment","fp","OA","Society"
"https://openalex.org/S4210181942",0.1264,0.0687,0.0594,0.0734,0.7402,0.2464,0.2563,0.2429,0.8142,0.1035,"mSystems","mSystems","np","OA","Society"
"https://openalex.org/S4210185428",0.2681,0.1319,0.044,0.0632,0.8031,0.2945,0.1344,0.2053,0.6879,0.1298,"Novitates Caribaea","Novitates Caribaea","np","diamond_OA","Museum"
"https://openalex.org/S4210186268",0.3145,0.1007,0.1161,0.0775,0.748,0.1403,0.252,0.1403,0.5694,0.1438,"Evolution Letters","Evolution Letters","np","OA","Society"
"https://openalex.org/S4210188621",0.1766,0.0848,0.1197,0.0779,0.6076,0.2127,0.3924,0.2127,0.7037,0.1203,"Arthropod Systematics & Phylogeny","Arthropod Systematics and Phylogeny","np","diamond_OA","Museum"
"https://openalex.org/S4210188975",0.2077,0.1086,0.0766,0.0787,0.7527,0.2079,0.2383,0.1963,0.7157,0.1403,"Journal of Insect Science","Journal of Insect Science","np","OA","Society"
"https://openalex.org/S4210189550",0.117,0.0659,0.214,0.1317,0.3766,0.1757,0.6234,0.1757,0.669,0.142,"NeoBiota","NeoBiota","fp","OA","Society"
"https://openalex.org/S4210193559",0.08,0.0729,0.1071,0.1026,0.3765,0.284,0.5424,0.3074,0.8129,0.1305,"Botanica Serbica","Botanica Serbica","np","diamond_OA","Uni/Gov"
"https://openalex.org/S4210194329",0.1222,0.074,0.2805,0.157,0.3163,0.1691,0.6837,0.1691,0.5972,0.1745,"Ecological Solutions and Evidence","Ecological Solutions & Evidence","fp","OA","Society"
"https://openalex.org/S4210197576",0.1324,0.1284,0.1875,0.1144,0.3204,0.2552,0.6027,0.2978,0.6801,0.1996,"Mediterranean Botany","Mediterranean Botany","np","diamond_OA","Uni/Gov"
"https://openalex.org/S4210199543",0.2077,0.1271,0.1122,0.1236,0.6367,0.273,0.3633,0.273,0.6801,0.1494,"Flora Mediterranea","Flora Mediterranea","np","OA","Society"
"https://openalex.org/S4210201176",0.1405,0.0737,0.0204,0.0441,0.8981,0.186,0.0953,0.1709,0.8391,0.0887,"mBio","mBio","np","OA","Society"
"https://openalex.org/S4210202872",0.1127,0.0696,0.181,0.1203,0.3884,0.2368,0.5894,0.2463,0.7063,0.1441,"Botany Letters","Botany Letters","fp","hybrid","Society"
"https://openalex.org/S4210204291",0.0221,0.0414,0.043,0.0643,0.125,0.2315,0.25,0.378,0.9349,0.0907,"Contributions to Zoology","Contributions to Zoology","fp","OA","Museum"
"https://openalex.org/S4210207018",0.1216,0.068,0.0193,0.032,0.8474,0.2346,0.1245,0.1861,0.8591,0.0755,"mSphere","mSphere","np","OA","Society"
"https://openalex.org/S4210210983",0.2219,0.0686,0.1756,0.1485,0.6403,0.2453,0.3597,0.2453,0.6025,0.2035,"Peer Community In Zoology","Peer Community In Zoology","np","diamond_OA","Non-profit"
"https://openalex.org/S4210213692",0.1591,0.0993,0.1595,0.1,0.4882,0.2831,0.5118,0.2831,0.6814,0.1367,"Journal of Vertebrate Biology","Journal of Vertebrate Biology","np","diamond_OA","Uni/Gov"
"https://openalex.org/S4210213932",0.0404,0.036,0.3069,0.1853,0.1496,0.1852,0.8504,0.1852,0.6527,0.1748,"Vegetation Classification and Survey","Vegetation Classification and Survey","fp","OA","Society"
"https://openalex.org/S4210215492",0.1675,0.1129,0.0891,0.0886,0.6815,0.2617,0.3185,0.2617,0.7433,0.1624,"Evolutionary Systematics","Evolutionary Systematics","fp","OA","Uni/Gov"
"https://openalex.org/S4210216802",0.0973,0.0492,0.0312,0.0309,0.7433,0.3099,0.2567,0.3099,0.8715,0.0426,"Peer Community In Animal Science","Peer Community In Animal Science","np","diamond_OA","Non-profit"
"https://openalex.org/S4210217666",0.1371,0.0981,0.1384,0.1186,0.5042,0.2665,0.4333,0.2575,0.7245,0.176,"Alpine Entomology","Alpine Entomology","fp","OA","Society"
"https://openalex.org/S4210218052",0.0341,0.0516,0.0387,0.0634,0.3302,0.4124,0.3492,0.4197,0.9272,0.0813,"Wellcome Open Research","Wellcome Open Research","fp","OA","other"
"https://openalex.org/S4210220774",0.0958,0.058,0.1404,0.0859,0.4138,0.191,0.5791,0.194,0.7639,0.113,"People and Nature","People & Nature","fp","OA","Society"
"https://openalex.org/S4210221246",0.2206,0.0766,0.2637,0.1219,0.472,0.1804,0.528,0.1804,0.5157,0.1036,"Peer Community In Ecology","Peer Community In Ecology","np","diamond_OA","Non-profit"
"https://openalex.org/S4210221877",0.0926,0.0492,0.1941,0.1561,0.3678,0.213,0.6322,0.213,0.7133,0.1577,"Italian Botanist","Italian Botanist","fp","OA","Society"
"https://openalex.org/S4210227165",0.1146,0.0624,0.0881,0.061,0.5707,0.1916,0.4293,0.1916,0.7973,0.0938,"Plant Direct","Plant Direct","fp","OA","Society"
"https://openalex.org/S4210228833",0.1748,0.0854,0.1229,0.0922,0.6115,0.2545,0.3885,0.2545,0.7023,0.1411,"Herpetozoa","Herpetozoa","fp","OA","Society"
"https://openalex.org/S4210231135",0.2338,0.1232,0.1194,0.1377,0.6515,0.3266,0.2485,0.2488,0.6468,0.2025,"Peer Community in Evolutionary Biology","Peer Community In Evolutionary Biology","np","diamond_OA","Non-profit"
"https://openalex.org/S4210231449",0.1027,0.0752,0.1469,0.1859,0.4691,0.2561,0.4833,0.2574,0.7503,0.1976,"Plants People Planet","Plants People Planet","fp","OA","Non-profit"
"https://openalex.org/S4210232526",0.1043,0.0979,0.0208,0.0486,0.6585,0.4392,0.1283,0.2823,0.8749,0.1066,"Microbiology Resource Announcements","Microbiology Resource Announcements","np","OA","Society"
"https://openalex.org/S4210232600",0.1607,0.1086,0.1336,0.1257,0.5504,0.3011,0.393,0.2856,0.7057,0.1846,"Ichthyology & Herpetology","Ichthyology & Herpetology","np","hybrid","Society"
"https://openalex.org/S4210233413",0.1009,0.1291,0.0551,0.0545,0.3623,0.3441,0.2377,0.2368,0.844,0.1797,"Journal of the National Museum (Prague) Natural History Series","Journal of the National Museum (Prague)  Natural History Series","np","diamond_OA","Museum"
"https://openalex.org/S4210234444",0.1795,0.0439,0.1748,0.1373,0.5463,0.1425,0.4537,0.1425,0.6457,0.1696,"Philosophy Theory and Practice in Biology","Philosophy Theory and Practice in Biology","np","diamond_OA","Uni/Gov"
"https://openalex.org/S4210238080",0.0352,0.0652,0.0267,0.065,0.3432,0.432,0.2053,0.3522,0.9381,0.0987,"Open Research Europe","Open Research Europe","fp","diamond_OA","Uni/Gov"
"https://openalex.org/S4210238309",0.1355,0.0814,0.1276,0.0967,0.5252,0.2266,0.4601,0.2244,0.737,0.1409,"The European Zoological Journal","European Zoological Journal","fp","OA","Society"
"https://openalex.org/S4210240111",0.0355,0.0397,0.2557,0.1326,0.1191,0.1425,0.8809,0.1425,0.7088,0.1309,"Plant Sociology","Plant Sociology","fp","OA","Society"
"https://openalex.org/S4210240746",0.1355,0.0855,0.2138,0.1033,0.381,0.191,0.6133,0.1944,0.6508,0.1398,"Conservation Science and Practice","Conservation Science and Practice","fp","OA","Society"
"https://openalex.org/S4210240812",0.1378,0.0851,0.136,0.0775,0.5053,0.2075,0.4947,0.2075,0.7262,0.1064,"ISME Communications","ISME Communications","fp","OA","Society"
"https://openalex.org/S4220651275",0.1133,0.0797,0.0161,0.0452,0.8606,0.2786,0.0727,0.158,0.8706,0.0988,"PNAS Nexus","PNAS nexus","np","OA","Society"
"https://openalex.org/S43476095",0.1914,0.0935,0.1153,0.0557,0.6223,0.1399,0.3777,0.1399,0.6933,0.1298,"Journal of Mammalian Evolution","Journal of Mammalian Evolution","fp","hybrid","Society"
"https://openalex.org/S43543914",0.1982,0.0959,0.1592,0.1032,0.579,0.2233,0.421,0.2233,0.6426,0.1429,"Sociobiology","Sociobiology","np","diamond_OA","Uni/Gov"
"https://openalex.org/S43867544",0.0701,0.0579,0.1575,0.1031,0.3169,0.2265,0.6653,0.2398,0.7724,0.1261,"Estuarine Coastal and Shelf Science","Estuarine Coastal and Shelf Science","fp","hybrid","Society"
"https://openalex.org/S4387281684",0.0973,0.0288,0.0728,0.0634,0.6166,0.165,0.3833,0.165,0.8299,0.0922,"Peer Community In Forest and Wood Sciences","Peer Community In Forest and Wood Sciences","np","diamond_OA","Non-profit"
"https://openalex.org/S4387284484",0.2413,0.1122,0.1253,0.0892,0.6647,0.2277,0.3353,0.2277,0.6334,0.1436,"Evolutionary Journal of the Linnean Society","Evolutionary Journal of the Linnean Society","np","OA","Society"
"https://openalex.org/S4387287674",0.1085,0.049,0.0818,0.0668,0.6442,0.2149,0.3558,0.2149,0.8097,0.1071,"Peer Community In Microbiology","Peer Community In Microbiology","np","diamond_OA","Non-profit"
"https://openalex.org/S44571845",0.2246,0.1038,0.2199,0.102,0.51,0.1972,0.49,0.1972,0.5555,0.1123,"Journal of Zoology","Journal of Zoology","fp","hybrid","Society"
"https://openalex.org/S45405298",0.2276,0.0941,0.3216,0.1348,0.4244,0.1813,0.5756,0.1813,0.4507,0.1058,"Acta Ornithologica","Acta Ornithologica","np","subscription","Museum"
"https://openalex.org/S45789726",0.1602,0.0776,0.3394,0.207,0.3668,0.1796,0.6332,0.1796,0.5005,0.2006,"Population Ecology","Population Ecology","fp","hybrid","Society"
"https://openalex.org/S46238352",0.0397,0.044,0.0823,0.1703,0.3685,0.3604,0.5138,0.3841,0.878,0.1713,"Behavior Genetics","Behavior Genetics","fp","hybrid","Society"
"https://openalex.org/S46982553",0.0728,0.0613,0.1025,0.1012,0.4457,0.2979,0.5173,0.3024,0.8247,0.1243,"AMBIO","Ambio","fp","hybrid","Uni/Gov"
"https://openalex.org/S4747479",0.0661,0.0512,0.144,0.1473,0.4303,0.4067,0.5697,0.4067,0.7898,0.1344,"Folia Primatologica","Folia Primatologica","fp","hybrid","Society"
"https://openalex.org/S48434751",0.103,0.079,0.2274,0.1936,0.4234,0.4174,0.5766,0.4174,0.6696,0.1777,"African Invertebrates","African Invertebrates","fp","OA","Museum"
"https://openalex.org/S49305988",0.2448,0.1287,0.1866,0.0812,0.5479,0.1965,0.4521,0.1965,0.5686,0.1412,"ORNITHOLOGICAL SCIENCE","Ornithological Science","np","subscription","Society"
"https://openalex.org/S4950362",0.2383,0.1052,0.1144,0.1014,0.6809,0.2501,0.2635,0.1949,0.6473,0.1791,"Current Herpetology","Current Herpetology","np","subscription","Society"
"https://openalex.org/S55229178",0.0493,0.0402,0.0297,0.0372,0.6172,0.3373,0.3184,0.3073,0.921,0.0594,"World Journal of Microbiology and Biotechnology","Journal of Microbiology and Biotechnology","np","OA","Society"
"https://openalex.org/S55973255",0.0598,0.0615,0.1924,0.1279,0.2236,0.2235,0.731,0.2722,0.7478,0.1403,"Grana","Grana","fp","hybrid","Society"
"https://openalex.org/S56397279",0.1696,0.0907,0.1816,0.1574,0.5231,0.2084,0.4769,0.2084,0.6488,0.172,"Journal of Systematics and Evolution","Journal of Systematics and Evolution","fp","hybrid","Uni/Gov"
"https://openalex.org/S56956558",0.1124,0.0956,0.2584,0.1552,0.2975,0.2079,0.7025,0.2079,0.6292,0.1705,"Ecological Research","Ecological Research","fp","hybrid","Society"
"https://openalex.org/S56987637",0.0897,0.0573,0.1336,0.086,0.4035,0.2249,0.5965,0.2249,0.7767,0.1108,"Environmental Microbiology Reports","Environmental Microbiology Reports","fp","hybrid","Society"
"https://openalex.org/S57397647",0.2059,0.0875,0.1813,0.1267,0.5572,0.1853,0.4428,0.1853,0.6128,0.1496,"Australian Systematic Botany","Australian Systematic Botany","np","hybrid","Uni/Gov"
"https://openalex.org/S58136343",0.2174,0.1079,0.1712,0.1141,0.6021,0.2313,0.3979,0.2313,0.6113,0.1802,"Current Zoology","Current Zoology","np","diamond_OA","Society"
"https://openalex.org/S58631098",0.1358,0.0765,0.1834,0.1456,0.4695,0.2198,0.5305,0.2198,0.6808,0.1575,"New Phytologist","New Phytologist","fp","hybrid","Non-profit"
"https://openalex.org/S5885750",0.1562,0.071,0.2086,0.099,0.4315,0.1796,0.5685,0.1796,0.6352,0.1203,"African Zoology","African Zoology","fp","hybrid","Society"
"https://openalex.org/S59381273",0.1793,0.1131,0.1647,0.123,0.5469,0.2434,0.4531,0.2434,0.6559,0.1541,"Invasive Plant Science and Management","Invasive Plant Science and Management","np","hybrid","Society"
"https://openalex.org/S6139184",0.1177,0.072,0.164,0.1728,0.4926,0.2413,0.5074,0.2413,0.7183,0.1882,"Journal of Plant Research","Journal of Plant Research","fp","hybrid","Society"
"https://openalex.org/S62820861",0.2043,0.1179,0.2433,0.1398,0.4416,0.1815,0.5584,0.1815,0.5524,0.1865,"Journal of Bryology","Journal of Bryology","fp","hybrid","Society"
"https://openalex.org/S64025128",0.1158,0.1048,0.1118,0.1188,0.6074,0.4003,0.3926,0.4003,0.7724,0.114,"Bee World","Bee World","fp","hybrid","Non-profit"
"https://openalex.org/S6403244",0.1461,0.0767,0.1854,0.1128,0.4361,0.2188,0.5239,0.227,0.6684,0.1508,"Plant Ecology and Evolution","Plant Ecology and Evolution","np","diamond_OA","Society"
"https://openalex.org/S65166364",0.2232,0.1929,0.0601,0.0949,0.7816,0.2621,0.1936,0.2324,0.7167,0.2055,"International Journal of Wildland Fire","International Journal of Wildland Fire","np","hybrid","Non-profit"
"https://openalex.org/S65478581",0.3265,0.1156,0.0775,0.0741,0.8221,0.1314,0.1779,0.1314,0.596,0.1472,"Systematic Biology","Systematic Biology","np","hybrid","Society"
"https://openalex.org/S66388299",0.0896,0.0915,0.0767,0.137,0.5446,0.3328,0.4144,0.3247,0.8337,0.1576,"Animal","Animal","fp","OA","Society"
"https://openalex.org/S67795522",0.2395,0.0864,0.1929,0.116,0.5657,0.1945,0.4139,0.1862,0.5676,0.14,"Journal of Herpetology","Journal of Herpetology","np","hybrid","Society"
"https://openalex.org/S67862205",0.1152,0.0571,0.1,0.0814,0.5473,0.1875,0.4506,0.187,0.7848,0.1011,"The Plant Journal","Plant Journal","fp","hybrid","Society"
"https://openalex.org/S6919857",0.1224,0.0669,0.1393,0.0934,0.4805,0.213,0.5052,0.2139,0.7383,0.1131,"Environmental Microbiology","Environmental Microbiology","fp","hybrid","Society"
"https://openalex.org/S72684844",0.1843,0.1578,0.0251,0.032,0.8182,0.251,0.1584,0.218,0.7905,0.1583,"Journal of Animal Science","Journal of Animal Science","np","hybrid","Society"
"https://openalex.org/S72902805",0.1452,0.0742,0.3599,0.1364,0.2953,0.1516,0.7047,0.1516,0.4949,0.136,"Journal of Wildlife Management","Journal of Wildlife Management","fp","hybrid","Society"
